date_and_time,Open,High,Low,Close
2020.11.27 08:00,1.19265,1.19324,1.19145,1.19226
2020.11.27 12:00,1.19226,1.19389,1.19138,1.19365
2020.11.27 16:00,1.19364,1.19615,1.19311,1.19564
2020.11.27 20:00,1.19564,1.1964,1.19496,1.1962
2020.11.30 00:00,1.1958,1.19738,1.1958,1.19737
2020.11.30 04:00,1.19737,1.19746,1.1965,1.19719
2020.11.30 08:00,1.19719,1.19853,1.19619,1.19843
2020.11.30 12:00,1.19843,1.19921,1.19729,1.19861
2020.11.30 16:00,1.19861,1.20029,1.19417,1.1954
2020.11.30 20:00,1.1954,1.19592,1.19236,1.19256
2020.12.01 00:00,1.19265,1.19493,1.19257,1.1949
2020.12.01 04:00,1.1949,1.19597,1.19478,1.19568
2020.12.01 08:00,1.19568,1.19853,1.19538,1.19805
2020.12.01 12:00,1.19804,1.19937,1.19599,1.19919
2020.12.01 16:00,1.1992,1.20541,1.1975,1.20449
2020.12.01 20:00,1.20449,1.20763,1.20425,1.20719
2020.12.02 00:00,1.2069,1.20737,1.20604,1.20681
2020.12.02 04:00,1.20682,1.20834,1.20662,1.20679
2020.12.02 08:00,1.20679,1.20873,1.20453,1.20533
2020.12.02 12:00,1.20531,1.20784,1.20398,1.20656
2020.12.02 16:00,1.20658,1.2108,1.20599,1.20931
2020.12.02 20:00,1.20931,1.21182,1.20897,1.21146
2020.12.03 00:00,1.21133,1.21157,1.21038,1.2113
2020.12.03 04:00,1.2113,1.21249,1.21117,1.21192
2020.12.03 08:00,1.21192,1.21391,1.21007,1.2111
2020.12.03 12:00,1.2111,1.2161,1.21037,1.21507
2020.12.03 16:00,1.21509,1.21743,1.21375,1.2146
2020.12.03 20:00,1.2146,1.2149,1.21324,1.21476
2020.12.04 00:00,1.21377,1.21537,1.21376,1.21436
2020.12.04 04:00,1.21436,1.21509,1.21388,1.21497
2020.12.04 08:00,1.21497,1.2173,1.21435,1.21666
2020.12.04 12:00,1.21666,1.21771,1.21314,1.21455
2020.12.04 16:00,1.21455,1.21715,1.21329,1.21433
2020.12.04 20:00,1.21433,1.21514,1.211,1.212
2020.12.07 00:00,1.21253,1.21358,1.21185,1.21349
2020.12.07 04:00,1.21347,1.214,1.213,1.21314
2020.12.07 08:00,1.21314,1.21326,1.20783,1.20928
2020.12.07 12:00,1.20928,1.21392,1.2085,1.2137
2020.12.07 16:00,1.21368,1.2166,1.21295,1.21329
2020.12.07 20:00,1.21329,1.21329,1.21072,1.21086
2020.12.08 00:00,1.21069,1.21131,1.21039,1.21068
2020.12.08 04:00,1.21067,1.21192,1.21049,1.21181
2020.12.08 08:00,1.21181,1.21339,1.20953,1.21289
2020.12.08 12:00,1.21288,1.21324,1.2107,1.2118
2020.12.08 16:00,1.21178,1.21333,1.20998,1.21149
2020.12.08 20:00,1.21149,1.2117,1.20999,1.21044
2020.12.09 00:00,1.21035,1.21144,1.2098,1.2111
2020.12.09 04:00,1.2111,1.21309,1.211,1.21309
2020.12.09 08:00,1.21309,1.21471,1.21198,1.21253
2020.12.09 12:00,1.21253,1.21361,1.21009,1.21202
2020.12.09 16:00,1.21202,1.21234,1.20587,1.20722
2020.12.09 20:00,1.20722,1.20835,1.20606,1.20807
2020.12.10 00:00,1.20819,1.20843,1.2074,1.20815
2020.12.10 04:00,1.20814,1.21002,1.20807,1.20957
2020.12.10 08:00,1.2096,1.21085,1.20831,1.21059
2020.12.10 12:00,1.21059,1.21351,1.20809,1.21255
2020.12.10 16:00,1.21255,1.21587,1.20965,1.212
2020.12.10 20:00,1.212,1.21445,1.21131,1.21414
2020.12.11 00:00,1.21388,1.216,1.21341,1.21555
2020.12.11 04:00,1.21555,1.216,1.21507,1.2155
2020.12.11 08:00,1.2155,1.21627,1.21123,1.21173
2020.12.11 12:00,1.21173,1.21374,1.211,1.21153
2020.12.11 16:00,1.21151,1.21329,1.21052,1.21164
2020.12.11 20:00,1.21164,1.212,1.21102,1.21105
2020.12.14 00:00,1.21337,1.21429,1.21154,1.21288
2020.12.14 04:00,1.21288,1.21415,1.21282,1.21404
2020.12.14 08:00,1.21404,1.21601,1.21382,1.21575
2020.12.14 12:00,1.21575,1.21765,1.21476,1.21713
2020.12.14 16:00,1.21712,1.21712,1.21229,1.21571
2020.12.14 20:00,1.21573,1.21603,1.21389,1.21421
2020.12.15 00:00,1.21412,1.21602,1.2141,1.21597
2020.12.15 04:00,1.21595,1.21629,1.21449,1.21544
2020.12.15 08:00,1.21544,1.21618,1.21313,1.21577
2020.12.15 12:00,1.21575,1.2166,1.21212,1.21392
2020.12.15 16:00,1.21392,1.21611,1.21377,1.21607
2020.12.15 20:00,1.21607,1.21686,1.21487,1.21524
2020.12.16 00:00,1.21527,1.21551,1.21448,1.21507
2020.12.16 04:00,1.21507,1.21649,1.21507,1.21621
2020.12.16 08:00,1.21621,1.22118,1.21522,1.22061
2020.12.16 12:00,1.2206,1.22065,1.21787,1.21873
2020.12.16 16:00,1.21873,1.22058,1.21626,1.21685
2020.12.16 20:00,1.21685,1.22012,1.21249,1.21988
2020.12.17 00:00,1.21977,1.22083,1.21895,1.22021
2020.12.17 04:00,1.22021,1.22351,1.22009,1.22256
2020.12.17 08:00,1.22256,1.22438,1.22238,1.22323
2020.12.17 12:00,1.22323,1.22585,1.22249,1.22415
2020.12.17 16:00,1.22415,1.22675,1.22388,1.226
2020.12.17 20:00,1.226,1.22724,1.22581,1.22673
2020.12.18 00:00,1.22673,1.22716,1.22503,1.2256
2020.12.18 04:00,1.22559,1.22583,1.22384,1.22429
2020.12.18 08:00,1.22429,1.22627,1.22425,1.22491
2020.12.18 12:00,1.2249,1.22685,1.22428,1.22483
2020.12.18 16:00,1.22483,1.22531,1.22254,1.22366
2020.12.18 20:00,1.22365,1.22581,1.22349,1.22538
2020.12.21 00:00,1.22242,1.22351,1.22045,1.2208
2020.12.21 04:00,1.22079,1.22122,1.2179,1.2191
2020.12.21 08:00,1.2191,1.22266,1.21678,1.21751
2020.12.21 12:00,1.21751,1.22144,1.21296,1.2191
2020.12.21 16:00,1.2191,1.22386,1.2191,1.22361
2020.12.21 20:00,1.22361,1.22527,1.22277,1.22431
2020.12.22 00:00,1.22358,1.22496,1.22281,1.2231
2020.12.22 04:00,1.2231,1.22351,1.22155,1.22183
2020.12.22 08:00,1.22183,1.22295,1.22046,1.2207
2020.12.22 12:00,1.2207,1.22568,1.22041,1.22299
2020.12.22 16:00,1.22299,1.22388,1.21605,1.21743
2020.12.22 20:00,1.21743,1.21744,1.2152,1.21619
2020.12.23 00:00,1.21614,1.21875,1.21537,1.2177
2020.12.23 04:00,1.2177,1.21917,1.21662,1.21888
2020.12.23 08:00,1.21887,1.22005,1.21717,1.21934
2020.12.23 12:00,1.21934,1.21983,1.216,1.21758
2020.12.23 16:00,1.21758,1.22208,1.21734,1.21865
2020.12.23 20:00,1.21866,1.21961,1.21723,1.2186
2020.12.24 00:00,1.21839,1.22119,1.21816,1.2208
2020.12.24 04:00,1.2208,1.22154,1.22017,1.22046
2020.12.24 08:00,1.22046,1.22095,1.21869,1.21913
2020.12.24 12:00,1.21912,1.22029,1.21854,1.21882
2020.12.24 16:00,1.2188,1.21976,1.21771,1.21829
2020.12.24 20:00,1.21829,1.21855,1.21765,1.21798
2020.12.28 00:00,1.21811,1.22079,1.21775,1.22046
2020.12.28 04:00,1.22046,1.22235,1.22042,1.22231
2020.12.28 08:00,1.22232,1.22501,1.22194,1.22484
2020.12.28 12:00,1.22486,1.225,1.2191,1.22127
2020.12.28 16:00,1.2213,1.22398,1.22049,1.2206
2020.12.28 20:00,1.2206,1.22162,1.22022,1.22144
2020.12.29 00:00,1.22091,1.22344,1.22069,1.22271
2020.12.29 04:00,1.22271,1.22429,1.22242,1.22359
2020.12.29 08:00,1.22359,1.22578,1.22354,1.22495
2020.12.29 12:00,1.22495,1.22612,1.22388,1.22534
2020.12.29 16:00,1.22535,1.22749,1.22368,1.22412
2020.12.29 20:00,1.22412,1.22585,1.22359,1.22493
2020.12.30 00:00,1.22456,1.22946,1.22448,1.22905
2020.12.30 04:00,1.22905,1.22919,1.22814,1.22846
2020.12.30 08:00,1.22846,1.22863,1.22524,1.22683
2020.12.30 12:00,1.22682,1.22933,1.22663,1.22909
2020.12.30 16:00,1.2291,1.23097,1.22709,1.22883
2020.12.30 20:00,1.22883,1.23014,1.22803,1.22994
2020.12.31 00:00,1.22941,1.2309,1.22867,1.23064
2020.12.31 04:00,1.23064,1.23089,1.22849,1.22893
2020.12.31 08:00,1.22893,1.23039,1.22766,1.22788
2020.12.31 12:00,1.22788,1.22882,1.22592,1.22842
2020.12.31 16:00,1.22842,1.2285,1.22208,1.22246
2020.12.31 20:00,1.22246,1.22279,1.22089,1.22097
2021.01.04 00:00,1.22298,1.22555,1.22249,1.22524
2021.01.04 04:00,1.22522,1.2259,1.22414,1.2255
2021.01.04 08:00,1.2255,1.23001,1.2242,1.22929
2021.01.04 12:00,1.2293,1.23058,1.2286,1.22984
2021.01.04 16:00,1.22988,1.23088,1.22497,1.22527
2021.01.04 20:00,1.22527,1.22564,1.22412,1.22517
2021.01.05 00:00,1.22502,1.22628,1.22432,1.22568
2021.01.05 04:00,1.22568,1.22765,1.22568,1.2272
2021.01.05 08:00,1.2272,1.22836,1.22551,1.2272
2021.01.05 12:00,1.2272,1.22902,1.22602,1.22622
2021.01.05 16:00,1.22622,1.23049,1.22536,1.22993
2021.01.05 20:00,1.22993,1.23055,1.2289,1.22985
2021.01.06 00:00,1.2297,1.23255,1.22809,1.22889
2021.01.06 04:00,1.2289,1.23062,1.22753,1.22964
2021.01.06 08:00,1.22964,1.23451,1.22962,1.23381
2021.01.06 12:00,1.23381,1.23492,1.23163,1.23193
2021.01.06 16:00,1.23195,1.23204,1.22656,1.22987
2021.01.06 20:00,1.22987,1.23395,1.22961,1.23245
2021.01.07 00:00,1.2327,1.23441,1.23208,1.23302
2021.01.07 04:00,1.23302,1.2332,1.23106,1.23125
2021.01.07 08:00,1.23125,1.23254,1.22637,1.22686
2021.01.07 12:00,1.22686,1.22783,1.22448,1.22683
2021.01.07 16:00,1.22683,1.22827,1.22463,1.22652
2021.01.07 20:00,1.22653,1.22787,1.22626,1.22688
2021.01.08 00:00,1.22675,1.22722,1.22347,1.22478
2021.01.08 04:00,1.22478,1.2268,1.22453,1.22576
2021.01.08 08:00,1.22576,1.22689,1.22129,1.22398
2021.01.08 12:00,1.22402,1.22844,1.22321,1.22713
2021.01.08 16:00,1.22712,1.22833,1.22219,1.22285
2021.01.08 20:00,1.22285,1.22285,1.21924,1.2217
2021.01.11 00:00,1.22107,1.22319,1.2171,1.21775
2021.01.11 04:00,1.21775,1.21819,1.21665,1.21814
2021.01.11 08:00,1.21814,1.21995,1.21598,1.21604
2021.01.11 12:00,1.21604,1.21717,1.21392,1.21443
2021.01.11 16:00,1.21443,1.21742,1.2132,1.21668
2021.01.11 20:00,1.21668,1.21713,1.21486,1.21499
2021.01.12 00:00,1.215,1.21618,1.21402,1.21489
2021.01.12 04:00,1.21489,1.21547,1.21385,1.2153
2021.01.12 08:00,1.2153,1.21787,1.21483,1.21615
2021.01.12 12:00,1.21612,1.21663,1.21401,1.2146
2021.01.12 16:00,1.2146,1.21776,1.21368,1.21743
2021.01.12 20:00,1.21743,1.22093,1.21719,1.22073
2021.01.13 00:00,1.22061,1.2218,1.21998,1.22171
2021.01.13 04:00,1.22171,1.22201,1.22072,1.22087
2021.01.13 08:00,1.22087,1.22226,1.21819,1.2189
2021.01.13 12:00,1.2189,1.21916,1.21544,1.2161
2021.01.13 16:00,1.2161,1.21804,1.21397,1.21649
2021.01.13 20:00,1.21653,1.21744,1.21483,1.21577
2021.01.14 00:00,1.21595,1.21717,1.21503,1.21658
2021.01.14 04:00,1.21658,1.2169,1.21358,1.2155
2021.01.14 08:00,1.21549,1.21671,1.21358,1.2166
2021.01.14 12:00,1.2166,1.21669,1.21106,1.21195
2021.01.14 16:00,1.21195,1.21781,1.21117,1.21653
2021.01.14 20:00,1.21653,1.21764,1.21463,1.2153
2021.01.15 00:00,1.2153,1.21622,1.21477,1.21505
2021.01.15 04:00,1.21506,1.21543,1.21349,1.21395
2021.01.15 08:00,1.21395,1.21465,1.21175,1.21387
2021.01.15 12:00,1.21387,1.21441,1.21136,1.21158
2021.01.15 16:00,1.21157,1.21177,1.20812,1.20932
2021.01.15 20:00,1.20931,1.20934,1.2074,1.20745
2021.01.18 00:00,1.20747,1.20861,1.20646,1.20784
2021.01.18 04:00,1.20785,1.20844,1.20652,1.20773
2021.01.18 08:00,1.20773,1.20866,1.20588,1.20618
2021.01.18 12:00,1.20618,1.20754,1.20531,1.20656
2021.01.18 16:00,1.20656,1.20802,1.20626,1.20745
2021.01.18 20:00,1.20745,1.20872,1.20714,1.20756
2021.01.19 00:00,1.20736,1.20964,1.20718,1.20931
2021.01.19 04:00,1.2093,1.20982,1.20905,1.20967
2021.01.19 08:00,1.20967,1.21224,1.20852,1.2118
2021.01.19 12:00,1.2118,1.2141,1.21178,1.21357
2021.01.19 16:00,1.21357,1.21446,1.21153,1.21209
2021.01.19 20:00,1.21209,1.21296,1.21185,1.2128
2021.01.20 00:00,1.21255,1.21464,1.21219,1.21405
2021.01.20 04:00,1.21405,1.21491,1.21393,1.21439
2021.01.20 08:00,1.21441,1.21579,1.21178,1.21271
2021.01.20 12:00,1.21271,1.21275,1.20953,1.21069
2021.01.20 16:00,1.21069,1.21175,1.20765,1.21066
2021.01.20 20:00,1.21066,1.21097,1.20987,1.21048
2021.01.21 00:00,1.21056,1.21304,1.21008,1.21236
2021.01.21 04:00,1.21236,1.21378,1.21227,1.21344
2021.01.21 08:00,1.21344,1.21456,1.21147,1.21422
2021.01.21 12:00,1.21422,1.21729,1.21323,1.21512
2021.01.21 16:00,1.21513,1.21697,1.21355,1.21485
2021.01.21 20:00,1.21485,1.21699,1.2148,1.21676
2021.01.22 00:00,1.21622,1.21774,1.21604,1.21727
2021.01.22 04:00,1.21727,1.21764,1.21697,1.21719
2021.01.22 08:00,1.21717,1.21893,1.21513,1.21737
2021.01.22 12:00,1.21734,1.21873,1.21551,1.21652
2021.01.22 16:00,1.21652,1.21845,1.21539,1.21671
2021.01.22 20:00,1.2167,1.21729,1.2165,1.21697
2021.01.25 00:00,1.21622,1.21732,1.21599,1.21639
2021.01.25 04:00,1.21639,1.21807,1.21639,1.21804
2021.01.25 08:00,1.21805,1.21829,1.21436,1.21473
2021.01.25 12:00,1.21473,1.21622,1.21399,1.21466
2021.01.25 16:00,1.21466,1.21522,1.21146,1.21443
2021.01.25 20:00,1.21444,1.21463,1.21358,1.21417
2021.01.26 00:00,1.21365,1.21454,1.21329,1.21452
2021.01.26 04:00,1.21452,1.21459,1.21268,1.21309
2021.01.26 08:00,1.21309,1.2141,1.21076,1.21286
2021.01.26 12:00,1.21286,1.21616,1.21228,1.21565
2021.01.26 16:00,1.21565,1.21757,1.21398,1.2157
2021.01.26 20:00,1.2157,1.2168,1.2156,1.21588
2021.01.27 00:00,1.21599,1.21695,1.21577,1.21605
2021.01.27 04:00,1.21607,1.21648,1.21527,1.21625
2021.01.27 08:00,1.21625,1.21656,1.2119,1.21224
2021.01.27 12:00,1.21221,1.21324,1.20977,1.21109
2021.01.27 16:00,1.21109,1.2119,1.20582,1.21175
2021.01.27 20:00,1.21175,1.21287,1.2093,1.2112
2021.01.28 00:00,1.21077,1.2111,1.20819,1.21011
2021.01.28 04:00,1.2101,1.21053,1.20867,1.21052
2021.01.28 08:00,1.21052,1.21133,1.20804,1.21087
2021.01.28 12:00,1.21086,1.21306,1.20877,1.21283
2021.01.28 16:00,1.21283,1.21418,1.21185,1.21248
2021.01.28 20:00,1.21248,1.21397,1.21183,1.21219
2021.01.29 00:00,1.21177,1.21266,1.21035,1.2108
2021.01.29 04:00,1.2108,1.21088,1.20941,1.20992
2021.01.29 08:00,1.20992,1.21209,1.20971,1.21161
2021.01.29 12:00,1.21163,1.21519,1.21067,1.2146
2021.01.29 16:00,1.21463,1.21556,1.21245,1.2132
2021.01.29 20:00,1.2132,1.21391,1.21272,1.21363
2021.02.01 00:00,1.21299,1.21361,1.21197,1.21269
2021.02.01 04:00,1.21268,1.21324,1.21244,1.21297
2021.02.01 08:00,1.21297,1.21323,1.20832,1.20936
2021.02.01 12:00,1.20934,1.20938,1.20694,1.20846
2021.02.01 16:00,1.20846,1.20991,1.20623,1.20694
2021.02.01 20:00,1.20694,1.2078,1.20556,1.20599
2021.02.02 00:00,1.20608,1.20859,1.20587,1.20836
2021.02.02 04:00,1.20836,1.20875,1.20743,1.20788
2021.02.02 08:00,1.20788,1.20869,1.20638,1.20667
2021.02.02 12:00,1.20667,1.20693,1.2026,1.20479
2021.02.02 16:00,1.20478,1.2049,1.20113,1.20186
2021.02.02 20:00,1.20187,1.20456,1.20168,1.20425
2021.02.03 00:00,1.20412,1.20497,1.20357,1.20466
2021.02.03 04:00,1.20466,1.20478,1.20391,1.20436
2021.02.03 08:00,1.20436,1.20436,1.20104,1.20226
2021.02.03 12:00,1.20225,1.20301,1.20046,1.20168
2021.02.03 16:00,1.20167,1.20322,1.20038,1.20265
2021.02.03 20:00,1.20265,1.20369,1.20211,1.20347
2021.02.04 00:00,1.20335,1.20425,1.20272,1.20347
2021.02.04 04:00,1.20346,1.20383,1.20124,1.20168
2021.02.04 08:00,1.20168,1.20168,1.19829,1.19856
2021.02.04 12:00,1.19856,1.19976,1.19826,1.19836
2021.02.04 16:00,1.19836,1.1989,1.19574,1.19599
2021.02.04 20:00,1.19599,1.19677,1.19574,1.19609
2021.02.05 00:00,1.19619,1.19717,1.19582,1.19657
2021.02.05 04:00,1.19657,1.19679,1.19521,1.19626
2021.02.05 08:00,1.19626,1.19876,1.19592,1.19767
2021.02.05 12:00,1.19767,1.20236,1.19685,1.20037
2021.02.05 16:00,1.20036,1.20415,1.20004,1.20375
2021.02.05 20:00,1.20375,1.20496,1.20368,1.2048
2021.02.08 00:00,1.20368,1.20533,1.20295,1.20381
2021.02.08 04:00,1.20381,1.20426,1.20311,1.20363
2021.02.08 08:00,1.20365,1.20486,1.20237,1.20279
2021.02.08 12:00,1.20279,1.20438,1.20195,1.20373
2021.02.08 16:00,1.20373,1.20656,1.20327,1.20468
2021.02.08 20:00,1.20468,1.20573,1.20432,1.20497
2021.02.09 00:00,1.20466,1.20636,1.20459,1.20592
2021.02.09 04:00,1.20592,1.20817,1.20592,1.20777
2021.02.09 08:00,1.20777,1.21161,1.2067,1.21094
2021.02.09 12:00,1.21093,1.21129,1.209,1.21015
2021.02.09 16:00,1.21016,1.2109,1.20883,1.21051
2021.02.09 20:00,1.21051,1.21215,1.21019,1.2119
2021.02.10 00:00,1.21175,1.21192,1.21086,1.21157
2021.02.10 04:00,1.21158,1.21295,1.21156,1.21239
2021.02.10 08:00,1.21239,1.21436,1.2114,1.21191
2021.02.10 12:00,1.21191,1.21395,1.21129,1.21283
2021.02.10 16:00,1.21283,1.21392,1.21229,1.21378
2021.02.10 20:00,1.21378,1.21378,1.21163,1.21174
2021.02.11 00:00,1.21175,1.21199,1.21133,1.21168
2021.02.11 04:00,1.21168,1.21273,1.21167,1.21261
2021.02.11 08:00,1.21261,1.21356,1.21175,1.213
2021.02.11 12:00,1.213,1.2149,1.21208,1.21434
2021.02.11 16:00,1.21434,1.21445,1.21211,1.21269
2021.02.11 20:00,1.21268,1.21371,1.21229,1.21307
2021.02.12 00:00,1.21278,1.21346,1.21236,1.21268
2021.02.12 04:00,1.21268,1.21316,1.21183,1.21313
2021.02.12 08:00,1.21313,1.21313,1.21001,1.2108
2021.02.12 12:00,1.2108,1.21144,1.20838,1.20869
2021.02.12 16:00,1.20868,1.21285,1.20812,1.21229
2021.02.12 20:00,1.21229,1.21259,1.21129,1.21185
2021.02.15 00:00,1.21205,1.2128,1.21132,1.21266
2021.02.15 04:00,1.21266,1.21402,1.21253,1.21375
2021.02.15 08:00,1.21375,1.21447,1.21306,1.21344
2021.02.15 12:00,1.21341,1.21402,1.21238,1.21263
2021.02.15 16:00,1.21263,1.21378,1.21205,1.21307
2021.02.15 20:00,1.21307,1.21346,1.21246,1.21266
2021.02.16 00:00,1.21297,1.21466,1.21244,1.21425
2021.02.16 04:00,1.21425,1.215,1.21324,1.21365
2021.02.16 08:00,1.21365,1.21569,1.2128,1.21524
2021.02.16 12:00,1.21524,1.21692,1.21061,1.2108
2021.02.16 16:00,1.2108,1.21237,1.20949,1.21086
2021.02.16 20:00,1.21086,1.21176,1.21033,1.21033
2021.02.17 00:00,1.21045,1.2108,1.20831,1.20927
2021.02.17 04:00,1.20927,1.20977,1.20858,1.20928
2021.02.17 08:00,1.2093,1.20931,1.20593,1.20676
2021.02.17 12:00,1.20676,1.2069,1.20302,1.20334
2021.02.17 16:00,1.20333,1.20473,1.20229,1.20449
2021.02.17 20:00,1.20449,1.20453,1.20341,1.20416
2021.02.18 00:00,1.20378,1.205,1.20372,1.20445
2021.02.18 04:00,1.20445,1.20463,1.20354,1.20455
2021.02.18 08:00,1.20453,1.20751,1.20361,1.20734
2021.02.18 12:00,1.20734,1.20894,1.20622,1.20844
2021.02.18 16:00,1.20844,1.2086,1.20619,1.20815
2021.02.18 20:00,1.20815,1.20943,1.20792,1.20933
2021.02.19 00:00,1.20924,1.20982,1.20861,1.20875
2021.02.19 04:00,1.20875,1.2096,1.2082,1.2094
2021.02.19 08:00,1.20939,1.2141,1.20904,1.21336
2021.02.19 12:00,1.21336,1.21442,1.2126,1.21304
2021.02.19 16:00,1.21304,1.21397,1.21171,1.21266
2021.02.19 20:00,1.21268,1.21273,1.21075,1.21168
2021.02.22 00:00,1.21187,1.21352,1.21125,1.21261
2021.02.22 04:00,1.21261,1.21288,1.21122,1.21199
2021.02.22 08:00,1.21199,1.21241,1.20908,1.21077
2021.02.22 12:00,1.21077,1.2154,1.21074,1.21471
2021.02.22 16:00,1.2147,1.21673,1.21289,1.21651
2021.02.22 20:00,1.21651,1.2169,1.21502,1.2158
2021.02.23 00:00,1.21551,1.21768,1.21499,1.21755
2021.02.23 04:00,1.21754,1.21768,1.21643,1.21699
2021.02.23 08:00,1.21699,1.21797,1.21451,1.21488
2021.02.23 12:00,1.21488,1.21578,1.21351,1.2149
2021.02.23 16:00,1.21489,1.21662,1.21351,1.21459
2021.02.23 20:00,1.21458,1.21572,1.21415,1.21493
2021.02.24 00:00,1.21451,1.21661,1.21426,1.21582
2021.02.24 04:00,1.21583,1.21619,1.21452,1.21478
2021.02.24 08:00,1.21475,1.21743,1.21439,1.21625
2021.02.24 12:00,1.21624,1.21721,1.21231,1.21331
2021.02.24 16:00,1.21331,1.21466,1.21088,1.21412
2021.02.24 20:00,1.21414,1.21741,1.21384,1.21673
2021.02.25 00:00,1.21618,1.21709,1.21563,1.21572
2021.02.25 04:00,1.21572,1.21826,1.21558,1.21775
2021.02.25 08:00,1.21777,1.22224,1.21675,1.22196
2021.02.25 12:00,1.22197,1.22376,1.22109,1.22121
2021.02.25 16:00,1.2212,1.22425,1.22084,1.22122
2021.02.25 20:00,1.22123,1.22134,1.21601,1.2177
2021.02.26 00:00,1.21776,1.21866,1.21381,1.21636
2021.02.26 04:00,1.21636,1.21824,1.21448,1.21534
2021.02.26 08:00,1.21534,1.21593,1.21226,1.21249
2021.02.26 12:00,1.21249,1.21289,1.20924,1.21232
2021.02.26 16:00,1.21231,1.21411,1.20733,1.20799
2021.02.26 20:00,1.20795,1.20898,1.20619,1.20702
2021.03.01 00:00,1.20704,1.21011,1.20704,1.20839
2021.03.01 04:00,1.20838,1.20885,1.20744,1.20845
2021.03.01 08:00,1.20844,1.20924,1.20282,1.20383
2021.03.01 12:00,1.20378,1.20554,1.20371,1.20526
2021.03.01 16:00,1.20526,1.20655,1.20273,1.20405
2021.03.01 20:00,1.20405,1.20512,1.20321,1.20477
2021.03.02 00:00,1.20484,1.205,1.20267,1.20307
2021.03.02 04:00,1.20307,1.20354,1.20147,1.20212
2021.03.02 08:00,1.20212,1.20265,1.19914,1.20056
2021.03.02 12:00,1.20056,1.20373,1.20056,1.20287
2021.03.02 16:00,1.20287,1.20845,1.20277,1.20792
2021.03.02 20:00,1.20794,1.20941,1.20792,1.20896
2021.03.03 00:00,1.20887,1.2093,1.20815,1.20911
2021.03.03 04:00,1.20911,1.20917,1.20822,1.20836
2021.03.03 08:00,1.20836,1.21127,1.20737,1.21012
2021.03.03 12:00,1.2101,1.21029,1.2043,1.20543
2021.03.03 16:00,1.20543,1.20802,1.20424,1.207
2021.03.03 20:00,1.20697,1.20782,1.20611,1.20619
2021.03.04 00:00,1.20631,1.20659,1.20431,1.20617
2021.03.04 04:00,1.20617,1.20625,1.20432,1.2056
2021.03.04 08:00,1.2056,1.20622,1.20262,1.20316
2021.03.04 12:00,1.20321,1.20489,1.20272,1.20355
2021.03.04 16:00,1.20353,1.20528,1.199,1.19941
2021.03.04 20:00,1.19934,1.19995,1.19614,1.19713
2021.03.05 00:00,1.19667,1.1977,1.19526,1.19602
2021.03.05 04:00,1.19602,1.19643,1.19512,1.19592
2021.03.05 08:00,1.19588,1.19605,1.1914,1.19276
2021.03.05 12:00,1.19276,1.1943,1.1893,1.19175
2021.03.05 16:00,1.19175,1.1946,1.19049,1.19118
2021.03.05 20:00,1.19118,1.19225,1.19048,1.19093
2021.03.08 00:00,1.19172,1.1932,1.19165,1.19268
2021.03.08 04:00,1.19268,1.1928,1.18982,1.19118
2021.03.08 08:00,1.19118,1.19144,1.1865,1.18717
2021.03.08 12:00,1.18719,1.18804,1.18564,1.18707
2021.03.08 16:00,1.18708,1.1887,1.18453,1.18563
2021.03.08 20:00,1.18565,1.18646,1.18436,1.18458
2021.03.09 00:00,1.18455,1.18523,1.18351,1.18379
2021.03.09 04:00,1.18379,1.18667,1.18377,1.18537
2021.03.09 08:00,1.18536,1.19087,1.1851,1.19051
2021.03.09 12:00,1.19052,1.19155,1.18819,1.18914
2021.03.09 16:00,1.18916,1.19087,1.18811,1.18859
2021.03.09 20:00,1.18859,1.19046,1.18843,1.19001
2021.03.10 00:00,1.18979,1.19036,1.18836,1.18846
2021.03.10 04:00,1.18848,1.18851,1.18702,1.18748
2021.03.10 08:00,1.18746,1.19012,1.18684,1.18995
2021.03.10 12:00,1.18995,1.19126,1.18815,1.19103
2021.03.10 16:00,1.19104,1.19244,1.18857,1.1908
2021.03.10 20:00,1.19079,1.19295,1.19023,1.19285
2021.03.11 00:00,1.19275,1.19286,1.19152,1.19215
2021.03.11 04:00,1.19214,1.19344,1.19213,1.1927
2021.03.11 08:00,1.1927,1.19685,1.19185,1.19633
2021.03.11 12:00,1.19633,1.19731,1.19421,1.19565
2021.03.11 16:00,1.19567,1.1979,1.19277,1.19718
2021.03.11 20:00,1.19719,1.19896,1.19711,1.19846
2021.03.12 00:00,1.19815,1.1988,1.19796,1.19838
2021.03.12 04:00,1.19839,1.19842,1.19592,1.19631
2021.03.12 08:00,1.19629,1.19629,1.19107,1.19175
2021.03.12 12:00,1.19175,1.19401,1.19097,1.1926
2021.03.12 16:00,1.1926,1.19565,1.19112,1.19476
2021.03.12 20:00,1.19476,1.19609,1.19443,1.19504
2021.03.15 00:00,1.19527,1.1967,1.19429,1.19575
2021.03.15 04:00,1.19575,1.19612,1.19299,1.19324
2021.03.15 08:00,1.19324,1.19397,1.19177,1.19256
2021.03.15 12:00,1.19256,1.19338,1.19158,1.19201
2021.03.15 16:00,1.19201,1.19371,1.19109,1.19276
2021.03.15 20:00,1.19276,1.19333,1.19176,1.19276
2021.03.16 00:00,1.19273,1.19318,1.19221,1.19276
2021.03.16 04:00,1.19276,1.19385,1.19219,1.19347
2021.03.16 08:00,1.19347,1.19351,1.19134,1.19287
